loadable,snapshot_date,source_commit,profiles,source,status,baseline_coverage,limited,evidence,coverage_scope,sanitizer_evidence,fuzz_evidence,companion_loadables,busybox_applet,busybox_availability,external_program,external_availability,comparison_scope,metric_kind,work_unit,benchmark_cases,selected_case,fixture,builtin_command,external_command,passes,timed_samples,bashos_result,bashos_ms,busybox_ms,external_ms,bashos_over_external,priority,next_work,notes
rev,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/rev.c,Bench checked,Build/help,False,,,,,,rev,available,rev,available,Same-name candidate; only measured arguments are compared.,compared,,rev,rev,text,rev,rev,16,7,ok,75.272,40.518,142.93,0.5266,P4,Extend sizes/options; no selected-case performance priority.,Write-failure stop and GNU comparison are covered by tests/rev-check.sh.
rm,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,Bash examples/loadables/rm.c,Bench checked,Build/help,False,,,,,,rm,available,rm,available,Same-name candidate; only measured arguments are compared.,compared,,rm,rm,empty,rm -f nosuch,rm -f nosuch,146,7,ok,4.76,96.093,84.547,0.0563,P4,Extend sizes/options; no selected-case performance priority.,
rmdir,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,Bash examples/loadables/rmdir.c,Bench checked,Build/help,False,,,,,,rmdir,available,rmdir,available,Same-name candidate; only measured arguments are compared.,compared,1 rmdir(2) per pass on a freshly created empty directory,rmdir,rmdir,empty,rmdir victimdir,rmdir victimdir,113,7,ok,5.591,108.131,90.28,0.0619,P4,Extend sizes/options; no selected-case performance priority.,
rngseed,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/rngseed.c,Contract,Contract,False,tests/rngseed-host.c,Instrumented host harness; not a claim about live kernel entropy crediting.,tests/run.sh,,,seedrng,missing,systemd-random-seed,missing,Entropy-crediting policies differ; isolate kernel state.,none,,,,,,,,,unmeasured,,,,,P3,Add a matched workload and timing.,
rsync,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/rsync.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,,n/a,rsync,available,Same-name candidate; only measured arguments are compared.,compared,"one 423000 B file transferred through the rsh shim into a freshly emptied destination directory; bash-os spawns four remote commands per pass (mkdir -p, stat, cat > dest, chmod/touch/chown) while GNU spawns one rsync --server, so both columns carry a large process-spawn term alongside the 423 KB data pipe",rsync-rsh-shim,rsync-rsh-shim,empty,rsync -a -e ./rshshim text :rdest/,rsync -a -e ./rshshim text :rdest/,11,7,ok,83.694,,510.283,0.164,P4,Extend sizes/options; no selected-case performance priority.,"For a non-existent single-file DEST the builtin creates the destination as a directory, while stock rsync treats DEST as a directory only when it already exists or ends in '/'. The measured case uses the trailing-slash form into a reset-recreated directory, where the two agree byte for byte."
rtspcat,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/rtspcat.c,Build/help,Build/help,False,,,,,,,n/a,ffmpeg / openRTSP,adapter,RTSP/RTP access-unit framing; controlled stream needed.,none,,,,,,,,,unmeasured,,,,,P3,"Add a controlled RTSP/RTP stream with loss, reordering and framing checks.",No command-specific fixture is mapped in the current repository suite.
scm,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/scm.c,Contract,Contract,False,tests/misc-smoke.py,Independent expected values or private file/socket fixtures.,,,,,n/a,Python socket SCM_RIGHTS,adapter,Descriptor-passing API.,self-timed,"one complete SCM_RIGHTS round trip per pass: socketpair(AF_UNIX,SOCK_DGRAM) + sendmsg carrying one descriptor + recvmsg(MSG_CMSG_CLOEXEC) + cmsg walk + token compare + fstat descriptor-type check",scm-recv-fd,scm-recv-fd,empty,scm recv-fd 4 --token tok --fd-socket,scm recv-fd 4 --token tok --fd-socket,140,7,ok,7.274,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
scp,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/scp.c,Contract,Contract,False,tests/network-smoke.py,"Private files, packet/parser fixtures and loopback connections.",,,sftp,,n/a,scp,available,Same-name candidate; only measured arguments are compared.,self-timed,one transport spawn plus 4230000 B drained through the helper's stdout pipe by run_local_helper's poll loop in 4 KB steps and written to the local destination file,scp-openssh-get,scp-openssh-get,empty,scp --openssh example.test:remote copyout,scp --openssh example.test:remote copyout,11,7,ok,79.594,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",Companion frontend to sftp; local-copy and failure fixtures do not establish full remote scp compatibility.
screen,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/screen.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,ptybroker,,n/a,screen,missing,Same-name candidate; only measured arguments are compared.,self-timed,"one 423,010-byte relay frame read from stdin (10-byte header validated, 423,000-byte payload read with bs_read_exact_fd) and re-emitted with a type and length preamble, 423,029 bytes out",screen,screen,screenframe,screen remote-frame decode,screen remote-frame decode,35,7,ok,48.75,,,,P3,"Measure live PTY relay, backpressure and cleanup.",Metadata/control fixtures pass; the live relay path needs separate sustained traffic measurements.
script,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/script.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,,,n/a,script,available,Same-name candidate; only measured arguments are compared.,compared,"104 timing records parsed and 423,001 recorded bytes re-emitted in 8 KiB chunks, every delay zero so neither side sleeps",script,script,empty,script replay scripttiming scriptlog,scriptreplay -t scripttiming -O scriptlog,121,7,ok,15.221,,96.83,0.1572,P4,Extend sizes/options; no selected-case performance priority.,
scrub,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/scrub.c,Contract,Contract,False,tests/misc-smoke.py,Independent expected values or private file/socket fixtures.,,,,,n/a,,n/a,"Text redaction policy API, not a disk eraser.",self-timed,"5,000 history lines / 133,000 bytes read with getline and matched against 14 POSIX EREs per pass; 4,000 lines rewritten to a temp file and renamed over the original, 1,000 dropped; the reset restores the 133,000-byte seed",scrub,scrub,empty,scrub scrub-current history,scrub scrub-current history,14,7,ok,70.278,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
sed,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/sed.c,Parity,Parity,True,tests/head-sed-parity.py;tests/rootfs-smoke.sh;tests/input-lifetime.py,"Persistent redirections and mixed input; head consumption boundaries, sed commands and final-newline preservation; documented GNU differences remain.; Static binary in an isolated root filesystem; fixture paths only.; Mixed-reader integration across native and RISC-V musl: fresh redirects, file operands, empty input and descriptor ownership; shared GNU byte cases only.",tests/head-sed-sanitize.sh,,,sed,available,sed,available,Same-name candidate; only measured arguments are compared.,compared,,sed,sed,text,sed s/alpha/OMEGA/g,sed s/alpha/OMEGA/g,8,7,ok,60.45,72.189,50.711,1.192,P3,Decide required option scope; see limitations.,Repeated stdin and final-newline preservation are fixed. Regex and per-file state differ from GNU; an evaluated dollar address before early pipe quit can consume one lookahead byte.
seq,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,loadables/seq.c,Parity,Parity,False,tests/seq-parity.sh;tests/host-smoke.sh,"Dedicated comparison suite; only the tested options and fixtures are covered.; Basic file, pipe or archive behavior with an empty PATH.",,,,seq,available,seq,available,Same-name candidate; only measured arguments are compared.,compared,,seq,seq,empty,seq 100000,seq 100000,42,7,ok,58.058,1453.282,58.236,0.9969,P4,Extend sizes/options; no selected-case performance priority.,
setfacl,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/setfacl.c,Bench checked,Build/help,False,,,,,,,n/a,setfacl,missing,Same-name candidate; only measured arguments are compared.,self-timed,"32 files per pass: getxattr of the current ACL + parse of a 2-entry spec + mask recomputation + canonical-order sort + setxattr of a 52-byte ACL each; encode_and_set() calls setxattr unconditionally, so every pass really writes all 32",setfacl,setfacl,empty,"setfacl -m u:1000:rwx,g:1000:r-x aclset/f00 aclset/f01 aclset/f02 aclset/f03 aclset/f04 aclset/f05 aclset/f06 aclset/f07 aclset/f08 aclset/f09 aclset/f10 aclset/f11 aclset/f12 aclset/f13 aclset/f14 aclset/f15 aclset/f16 aclset/f17 aclset/f18 aclset/f19 aclset/f20 aclset/f21 aclset/f22 aclset/f23 aclset/f24 aclset/f25 aclset/f26 aclset/f27 aclset/f28 aclset/f29 aclset/f30 aclset/f31","setfacl -m u:1000:rwx,g:1000:r-x aclset/f00 aclset/f01 aclset/f02 aclset/f03 aclset/f04 aclset/f05 aclset/f06 aclset/f07 aclset/f08 aclset/f09 aclset/f10 aclset/f11 aclset/f12 aclset/f13 aclset/f14 aclset/f15 aclset/f16 aclset/f17 aclset/f18 aclset/f19 aclset/f20 aclset/f21 aclset/f22 aclset/f23 aclset/f24 aclset/f25 aclset/f26 aclset/f27 aclset/f28 aclset/f29 aclset/f30 aclset/f31",106,7,ok,16.312,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
setpgid,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,Bash examples/loadables/setpgid.c,Build/help,Build/help,False,,,,,,,n/a,Python os.setpgid,adapter,Process-group API; compare an owned child process.,none,,,,,,,,,unmeasured,,,,,P3,"Add behavioral fixtures, then timing.",
setsid,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/setsid.c,Smoke,Smoke,False,tests/util-linux-smoke.sh,Selected queries or temporary-file operations; device mutation is not validated.,,,,setsid,available,setsid,available,Same-name candidate; only measured arguments are compared.,compared,,setsid,setsid,empty,setsid /bin/true,setsid /bin/true,76,7,ok,41.821,78.786,66.349,0.6303,P4,Extend sizes/options; no selected-case performance priority.,
sftp,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/sftp.c,Contract,Contract,False,tests/network-smoke.py,"Private files, packet/parser fixtures and loopback connections.",,,,,n/a,sftp,available,Same-name candidate; only measured arguments are compared.,self-timed,"batch interpreter runs pwd, get and quit; 4230000 B fetched through the stand-in transport and written to the local destination file",sftp-openssh-get,sftp-openssh-get,sftpbatch,sftp --openssh example.test,sftp --openssh example.test,10,7,ok,71.368,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",Local operation and failure fixtures exist; remote transfer behavior needs dedicated interop and throughput coverage.
signal,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/signal.c,Contract,Contract,False,tests/system-smoke.sh,"Exit statuses, isolated records or temporary attributes.",,,,kill,available,kill -l / Bash kill,adapter,Signal names and delivery APIs differ.,compared,,signal;signal-name,signal,empty,signal -n TERM,kill -l TERM,123,7,ok,4.125,93.663,75.454,0.0547,P4,Extend sizes/options; no selected-case performance priority.,
sixel,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/sixel.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,tests/fuzz-image.c,,,n/a,img2sixel,missing,Image-to-Sixel encoder; compare the same pixels and terminal mode.,self-timed,"a 256x256 PNG decoded through stb_image, area-average resized to 200x200, 40,000 pixels quantized to the fixed 6x6x6 (216) colour cube and emitted as 34 six-row SIXEL bands (216-entry used-colour scan plus per-colour RLE row build), 10,298 bytes out",sixel,sixel,empty,sixel -w 200 -H 200 image.png,sixel -w 200 -H 200 image.png,17,7,ok,66.926,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
slabtop,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/slabtop.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,slabtop,available,Same-name candidate; only measured arguments are compared.,self-timed,"37,616 bytes of slabinfo parsed into 512 cache rows, qsorted by object count; a 4-line summary plus 512 rows / 39,271 bytes emitted",slabtop-procfixture,slabtop-procfixture,empty,slabtop -o,slabtop -o,43,7,ok,45.53,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
sleep,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,Bash examples/loadables/sleep.c,Bench checked,Build/help,False,,,,,,sleep,available,sleep,available,Same-name candidate; only measured arguments are compared.,compared,,sleep,sleep,empty,sleep 0,sleep 0,73,7,ok,7.296,57.68,50.605,0.1442,P4,Extend sizes/options; no selected-case performance priority.,
sort,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/sort.c,Parity,Parity,False,tests/sort-parity.sh;tests/rootfs-smoke.sh,Dedicated comparison suite; only the tested options and fixtures are covered.; Static binary in an isolated root filesystem; fixture paths only.,,,,sort,available,sort,available,Same-name candidate; only measured arguments are compared.,compared,,sort-numeric;sort-text,sort-text,text,sort,sort,24,7,ok,65.85,159.089,72.353,0.9101,P3,"Profile input/output and allocation costs on the sort-text fixture, then measure the proposed change.",Write-failure stop and GNU comparison are covered by tests/sort-check.sh. sort-text remains a timed performance candidate.
split,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/split.c,Parity,Parity,False,tests/text-tools-parity.sh,Small host-comparison fixtures; this is not complete CLI conformance.,,,,,n/a,split,available,Same-name candidate; only measured arguments are compared.,compared,,split,split,empty,split -l 1000 text,split -l 1000 text,75,7,ok,39.089,,79.789,0.4899,P4,Extend sizes/options; no selected-case performance priority.,Repeated redirected stdin is fixed; tests/split-check.sh matches GNU piece files across three redirections.
sqlite,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;desktop;full,loadables/sqlite.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,,n/a,sqlite3 / Python sqlite3,adapter,Persistent SQL handles; separate open/prepare/query costs.,self-timed,"one sqlite3_step of a prepared full-table aggregate over 100,000 rows / 2,252,800 bytes (SELECT count(*), sum(v), max(k) FROM items), printing one tab-separated row",sqlite-step-aggregate,sqlite-step-aggregate,empty,sqlite step T0g2,sqlite step T0g2,8,7,ok,71.464,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
